alias,normalized_alias,entity_id,ambiguity_count,resolution_status
“点亮希望的灯”献灯祈福活动,“点亮希望的灯”献灯祈福活动,ent_da39d15fc599,1,unique_alias
㕧刺拏伐底,㕧刺拏伐底,ent_a18002885379,1,unique_alias
㖶尼,㖶尼,ent_53c88ad0e0a1,1,unique_alias
㖶罗,㖶罗,ent_40ab7151f3bb,1,unique_alias
㖶羅,㖶罗,ent_40ab7151f3bb,1,unique_alias
㲉藏,㲉藏,ent_17fe3d3a4a42,1,unique_alias
䓉子洲,䓉子洲,ent_cd3dad309869,1,unique_alias
䕞𦿆,䕞𦿆,ent_60ddafcaecef,1,unique_alias
一万僧会,一万僧会,ent_82ceab3af7d9,1,unique_alias
一萬僧會,一万僧会,ent_82ceab3af7d9,1,unique_alias
一丈六像,一丈六像,ent_ffb78f4e3f36,1,unique_alias
一三昧,一三昧,ent_ce7a2300e5f1,1,unique_alias
一业,一业,ent_944acd6c3ac8,1,unique_alias
一業,一业,ent_944acd6c3ac8,1,unique_alias
一业所感,一业所感,ent_b2aaaaf19c61,1,unique_alias
一業所感,一业所感,ent_b2aaaaf19c61,1,unique_alias
一个半个,一个半个,ent_ce6f293f77fd,1,unique_alias
一個半個,一个半个,ent_ce6f293f77fd,1,unique_alias
一中一切中,一中一切中,ent_3505b40af531,1,unique_alias
一举万里,一举万里,ent_4ce32176561c,1,unique_alias
一舉萬里,一举万里,ent_4ce32176561c,1,unique_alias
一乘一味,一乘一味,ent_d9d99c7fb6a2,1,unique_alias
一乘之机,一乘之机,ent_80273a7f5633,1,unique_alias
一乘之機,一乘之机,ent_80273a7f5633,1,unique_alias
一乘之珠,一乘之珠,ent_545fdf36465f,1,unique_alias
一乘圆宗,一乘圆宗,ent_55964b353ff5,1,unique_alias
一乘圓宗,一乘圆宗,ent_55964b353ff5,1,unique_alias
一乘妙典,一乘妙典,ent_301e5db677c2,1,unique_alias
一乘妙文,一乘妙文,ent_89ff4b0d6ebc,1,unique_alias
一乘家,一乘家,ent_48a5d7aabcef,1,unique_alias
一乘显性教,一乘显性教,ent_1c67dbee574e,1,unique_alias
一乘顯性教,一乘显性教,ent_1c67dbee574e,1,unique_alias
一乘法,一乘法,ent_3e2341d3caea,1,unique_alias
一乘法門,一乘法门,ent_201c291ba184,1,unique_alias
一乘法门,一乘法门,ent_201c291ba184,1,unique_alias
一乘究竟教,一乘究竟教,ent_807fa0829c62,1,unique_alias
一乘經,一乘经,ent_9001176d93cb,1,unique_alias
一乘经,一乘经,ent_9001176d93cb,1,unique_alias
一乘菩提,一乘菩提,ent_c18cc78990a0,1,unique_alias
一九之教,一九之教,ent_3ee7043ee17c,1,unique_alias
一九之生,一九之生,ent_f060a21ffcef,1,unique_alias
一九八五年國際鋼鐵學術會議,一九八五年国际钢铁学术会议,ent_e95465b4f3a8,1,unique_alias
一人作虚,一人作虚,ent_e6a45f903518,1,unique_alias
一人作虛,一人作虚,ent_e6a45f903518,1,unique_alias
一人当千,一人当千,ent_ccdaafe0d01f,1,unique_alias
一人當千,一人当千,ent_ccdaafe0d01f,1,unique_alias
一代三段,一代三段,ent_e49bf2235e96,1,unique_alias
一代五时佛法,一代五时佛法,ent_cbd53b9e0aec,1,unique_alias
一代五時佛法,一代五时佛法,ent_cbd53b9e0aec,1,unique_alias
一代半满教,一代半满教,ent_f7da31834d56,1,unique_alias
一代半滿教,一代半满教,ent_f7da31834d56,1,unique_alias
一代教,一代教,ent_455e42c81308,1,unique_alias
一代时教,一代时教,ent_455e42c81308,1,unique_alias
一代時教,一代时教,ent_455e42c81308,1,unique_alias
一位一切位,一位一切位,ent_bbe4488751a7,1,unique_alias
一体三分,一体三分,ent_0951cb7dad4c,1,unique_alias
一體三分,一体三分,ent_0951cb7dad4c,1,unique_alias
一体三宝,一体三宝,ent_1103cbb6c558,1,unique_alias
一體三寶,一体三宝,ent_1103cbb6c558,1,unique_alias
一体三身自性佛,一体三身自性佛,ent_74da4fefb92d,1,unique_alias
一體三身自性佛,一体三身自性佛,ent_74da4fefb92d,1,unique_alias
一体速疾力三昧,一体速疾力三昧,ent_e0b0b0a6bdcb,1,unique_alias
一體速疾力三昧,一体速疾力三昧,ent_e0b0b0a6bdcb,1,unique_alias
一佛,一佛,ent_e62cfd4b5f53,1,unique_alias
一佛世界,一佛世界,ent_b13477a9bea1,1,unique_alias
一佛乘,一佛乘,ent_440b6f65585a,1,unique_alias
一佛净土,一佛净土,ent_8c482803432b,1,unique_alias
一佛淨土,一佛净土,ent_8c482803432b,1,unique_alias
一佛土,一佛土,ent_cf6bf7b8a178,1,unique_alias
一佛多佛,一佛多佛,ent_ecbc119d5720,1,unique_alias
一佛成道,一佛成道,ent_1831f0c2517c,1,unique_alias
一俱胝,一俱胝,ent_a0a56c4bec76,1,unique_alias
一假一切假,一假一切假,ent_79ed045fbf58,1,unique_alias
一偈,一偈,ent_e091757e8bc2,1,unique_alias
一光三尊,一光三尊,ent_dd27423d256e,1,unique_alias
一刀三礼,一刀三礼,ent_7fde30f34f7c,1,unique_alias
一刀三禮,一刀三礼,ent_7fde30f34f7c,1,unique_alias
一分家,一分家,ent_73857a0f66d2,1,unique_alias
一分菩萨,一分菩萨,ent_1e49eb2005b5,1,unique_alias
一分菩薩,一分菩萨,ent_1e49eb2005b5,1,unique_alias
一切一心識,一切一心识,ent_e117205d00a1,1,unique_alias
一切一心识,一切一心识,ent_e117205d00a1,1,unique_alias
一切万法,一切万法,ent_55074d5fb162,1,unique_alias
一切萬法,一切万法,ent_55074d5fb162,1,unique_alias
一切万物,一切万物,ent_91aca959a29c,1,unique_alias
一切萬物,一切万物,ent_91aca959a29c,1,unique_alias
一切世尊最尊特身,一切世尊最尊特身,ent_37557ad90e48,1,unique_alias
一切世間,一切世间,ent_df355fe806bd,1,unique_alias
一切世间,一切世间,ent_df355fe806bd,1,unique_alias
一切世間難信之法,一切世间难信之法,ent_34cb6facdc2b,1,unique_alias
一切世间难信之法,一切世间难信之法,ent_34cb6facdc2b,1,unique_alias
一切义成,一切义成,ent_58361edcf566,1,unique_alias
一切義成,一切义成,ent_58361edcf566,1,unique_alias
一切人中尊,一切人中尊,ent_2909af5eaa6b,1,unique_alias
一切佛会,一切佛会,ent_9d6e3e6aaae4,1,unique_alias
一切佛會,一切佛会,ent_9d6e3e6aaae4,1,unique_alias
一切佛心印,一切佛心印,ent_fcb18082e01a,1,unique_alias
一切佛頂輪王,一切佛顶轮王,ent_da22098e812d,1,unique_alias
一切佛顶轮王,一切佛顶轮王,ent_da22098e812d,1,unique_alias
一切即一,一切即一,ent_0d7a951ccfcc,1,unique_alias
一切处,一切处,ent_9b9f8253e967,1,unique_alias
一切處,一切处,ent_9b9f8253e967,1,unique_alias
一切处无不相应真言,一切处无不相应真言,ent_5ef61ada2530,1,unique_alias
一切處無不相應真言,一切处无不相应真言,ent_5ef61ada2530,1,unique_alias
一切如來,一切如来,ent_54d7b597fe4c,1,unique_alias
一切如来,一切如来,ent_54d7b597fe4c,1,unique_alias
一切如來入三昧耶遍一切無能障礙力無等三昧力明妃,一切如来入三昧耶遍一切无能障碍力无等三昧力明妃,ent_edbf9a0b1542,1,unique_alias
一切如来入三昧耶遍一切无能障碍力无等三昧力明妃,一切如来入三昧耶遍一切无能障碍力无等三昧力明妃,ent_edbf9a0b1542,1,unique_alias
一切如來定,一切如来定,ent_1017cbbad1b3,1,unique_alias
一切如来定,一切如来定,ent_1017cbbad1b3,1,unique_alias
一切如來寶,一切如来宝,ent_d37e4ecfea75,1,unique_alias
一切如来宝,一切如来宝,ent_d37e4ecfea75,1,unique_alias
一切如來寶冠三界法王灌頂,一切如来宝冠三界法王灌顶,ent_86a96f3fef78,1,unique_alias
一切如来宝冠三界法王灌顶,一切如来宝冠三界法王灌顶,ent_86a96f3fef78,1,unique_alias
一切如來必定印,一切如来必定印,ent_9a68f691ef2e,1,unique_alias
一切如来必定印,一切如来必定印,ent_9a68f691ef2e,1,unique_alias
一切如來所生印明,一切如来所生印明,ent_57836fa33565,1,unique_alias
一切如来所生印明,一切如来所生印明,ent_57836fa33565,1,unique_alias
一切如來摩訶菩提金剛堅牢不空最勝成就種種事業三昧,一切如来摩诃菩提金刚坚牢不空最胜成就种种事业三昧,ent_eedeefa231af,1,unique_alias
一切如来摩诃菩提金刚坚牢不空最胜成就种种事业三昧,一切如来摩诃菩提金刚坚牢不空最胜成就种种事业三昧,ent_eedeefa231af,1,unique_alias
一切如來普賢摩訶菩提薩埵三昧耶,一切如来普贤摩诃菩提萨埵三昧耶,ent_21581d2816e4,1,unique_alias
一切如来普贤摩诃菩提萨埵三昧耶,一切如来普贤摩诃菩提萨埵三昧耶,ent_21581d2816e4,1,unique_alias
一切如來智印,一切如来智印,ent_75e3ed4e3ecd,1,unique_alias
一切如来智印,一切如来智印,ent_75e3ed4e3ecd,1,unique_alias
一切如來眼色如明照三摩地,一切如来眼色如明照三摩地,ent_caf97aa8ea4d,1,unique_alias
一切如来眼色如明照三摩地,一切如来眼色如明照三摩地,ent_caf97aa8ea4d,1,unique_alias
一切如來諸法本性清淨蓮華三昧,一切如来诸法本性清净莲华三昧,ent_e8b7fc90493f,1,unique_alias
一切如来诸法本性清净莲华三昧,一切如来诸法本性清净莲华三昧,ent_e8b7fc90493f,1,unique_alias
一切如來金剛誓誡,一切如来金刚誓诫,ent_45907706a3e8,1,unique_alias
一切如来金刚誓诫,一切如来金刚誓诫,ent_45907706a3e8,1,unique_alias
一切如來頂白傘蓋經,一切如来顶白伞盖经,ent_2662f2caad01,1,unique_alias
一切如来顶白伞盖经,一切如来顶白伞盖经,ent_2662f2caad01,1,unique_alias
一切无上觉者句,一切无上觉者句,ent_4e69c70103a5,1,unique_alias
一切無上覺者句,一切无上觉者句,ent_4e69c70103a5,1,unique_alias
一切无障法印明,一切无障法印明,ent_34d57f4d5f6e,1,unique_alias
一切無障法印明,一切无障法印明,ent_34d57f4d5f6e,1,unique_alias
一切无障碍,一切无障碍,ent_79bc5634e03a,1,unique_alias
一切無障礙,一切无障碍,ent_79bc5634e03a,1,unique_alias
一切普門身,一切普门身,ent_cd997ab49b78,1,unique_alias
一切普门身,一切普门身,ent_cd997ab49b78,1,unique_alias
一切智,一切智,ent_d6b738bb7bcb,1,unique_alias
一切智人,一切智人,ent_60a2cfd276fb,1,unique_alias
一切智光明仙人慈心因緣不食肉經,一切智光明仙人慈心因缘不食肉经,ent_9c79cb2ab069,1,unique_alias
一切智光明仙人慈心因缘不食肉经,一切智光明仙人慈心因缘不食肉经,ent_9c79cb2ab069,1,unique_alias
一切智句,一切智句,ent_4469a5304993,1,unique_alias
一切智地,一切智地,ent_13ebc987b203,1,unique_alias
一切智心,一切智心,ent_e62f353e7896,1,unique_alias
一切智忍,一切智忍,ent_8b0458db46e8,1,unique_alias
一切智慧者,一切智慧者,ent_a2a50e0b4696,1,unique_alias
一切智无所畏,一切智无所畏,ent_a157179d8606,1,unique_alias
一切智無所畏,一切智无所畏,ent_a157179d8606,1,unique_alias
一切智智,一切智智,ent_77f411f67fe1,1,unique_alias
一切智相,一切智相,ent_c8f9e2e20258,1,unique_alias
一切智經,一切智经,ent_5f2449fb1ab8,1,unique_alias
一切智经,一切智经,ent_5f2449fb1ab8,1,unique_alias
一切智者,一切智者,ent_b89a71f98f1a,1,unique_alias
一切智船,一切智船,ent_ac96da3e10d1,1,unique_alias
一切智藏,一切智藏,ent_514a4b94bcc0,1,unique_alias
一切有为,一切有为,ent_56db144ad988,1,unique_alias
一切有為,一切有为,ent_56db144ad988,1,unique_alias
一切有为法,一切有为法,ent_56db144ad988,1,unique_alias
一切有為法,一切有为法,ent_56db144ad988,1,unique_alias
一切有情,一切有情,ent_d98238f10abc,1,unique_alias
一切有部,一切有部,ent_81c99c1061b0,1,unique_alias
一切法义王经,一切法义王经,ent_524bf6d8755c,1,unique_alias
一切法義王經,一切法义王经,ent_524bf6d8755c,1,unique_alias
一切法生界印,一切法生界印,ent_806f6889a635,1,unique_alias
一切法界决定智印,一切法界决定智印,ent_e4bded539ac2,1,unique_alias
一切法界決定智印,一切法界决定智印,ent_e4bded539ac2,1,unique_alias
一切法界自身表,一切法界自身表,ent_23e432462a2f,1,unique_alias
一切法高王經,一切法高王经,ent_0766391e6c11,1,unique_alias
一切法高王经,一切法高王经,ent_0766391e6c11,1,unique_alias
一切流摄守因经,一切流摄守因经,ent_2ca9ec23d031,1,unique_alias
一切流攝守因經,一切流摄守因经,ent_2ca9ec23d031,1,unique_alias
一切男女我父母,一切男女我父母,ent_841e92046f7c,1,unique_alias
一切皆成,一切皆成,ent_e86ebfc61454,1,unique_alias
一切皆空,一切皆空,ent_f57c3d65f0a5,1,unique_alias
一切皆空宗,一切皆空宗,ent_df1f1a90ad04,1,unique_alias
一切真言主,一切真言主,ent_876b6753924e,1,unique_alias
一切真言心,一切真言心,ent_0616887f584e,1,unique_alias
一切种妙三昧,一切种妙三昧,ent_5702bccc2dee,1,unique_alias
一切種妙三昧,一切种妙三昧,ent_5702bccc2dee,1,unique_alias
一切种智,一切种智,ent_819131ca7682,1,unique_alias
一切種智,一切种智,ent_819131ca7682,1,unique_alias
一切种识,一切种识,ent_3be18ff21049,1,unique_alias
一切種識,一切种识,ent_3be18ff21049,1,unique_alias
一切經,一切经,ent_b66dc16ebfc7,1,unique_alias
一切经,一切经,ent_b66dc16ebfc7,1,unique_alias
一切經中彌陀偈,一切经中弥陀偈,ent_6c2701beee1b,1,unique_alias
一切经中弥陀偈,一切经中弥陀偈,ent_6c2701beee1b,1,unique_alias
一切經供養,一切经供养,ent_b8ec4f90d301,1,unique_alias
一切经供养,一切经供养,ent_b8ec4f90d301,1,unique_alias
一切經音義,一切经音义,ent_d82fd4a7279d,1,unique_alias
一切经音义,一切经音义,ent_d82fd4a7279d,1,unique_alias
一切菩萨真言,一切菩萨真言,ent_d8514a688029,1,unique_alias
一切菩薩真言,一切菩萨真言,ent_d8514a688029,1,unique_alias
一切虚空极微尘数出生金刚威德大宝三昧,一切虚空极微尘数出生金刚威德大宝三昧,ent_16348616faf1,1,unique_alias
一切虛空極微塵數出生金剛威德大寶三昧,一切虚空极微尘数出生金刚威德大宝三昧,ent_16348616faf1,1,unique_alias
一切諸佛,一切诸佛,ent_881d05988a1b,1,unique_alias
一切诸佛,一切诸佛,ent_881d05988a1b,1,unique_alias
一切諸佛所護唸經,一切诸佛所护念经,ent_bfa3ecd86a84,1,unique_alias
一切诸佛所护念经,一切诸佛所护念经,ent_bfa3ecd86a84,1,unique_alias
一切諸佛秘藏之法,一切诸佛秘藏之法,ent_09747d9ee2f9,1,unique_alias
一切诸佛秘藏之法,一切诸佛秘藏之法,ent_09747d9ee2f9,1,unique_alias
一切遍智印,一切遍智印,ent_f5ec0a1b5290,1,unique_alias
一刹,一刹,ent_bb50eae7e01a,1,unique_alias
一剎,一刹,ent_bb50eae7e01a,1,unique_alias
一刹那,一刹那,ent_fd0814ec0e36,1,unique_alias
一剎那,一刹那,ent_fd0814ec0e36,1,unique_alias
一化五味之教,一化五味之教,ent_be69bb75de58,1,unique_alias
一千七百则公案,一千七百则公案,ent_974e4b8ebd05,1,unique_alias
一千七百則公案,一千七百则公案,ent_974e4b8ebd05,1,unique_alias
一千二百功德,一千二百功德,ent_bed91d41d4db,1,unique_alias
一卢舍,一卢舍,ent_25e46c3126af,1,unique_alias
一盧舍,一卢舍,ent_25e46c3126af,1,unique_alias
一印二明,一印二明,ent_f19f73ef9885,1,unique_alias
一印会,一印会,ent_f5580406b6dc,1,unique_alias
一印會,一印会,ent_f5580406b6dc,1,unique_alias
一印頓成,一印顿成,ent_b218be32c501,1,unique_alias
一印顿成,一印顿成,ent_b218be32c501,1,unique_alias
一即一切一切即一,一即一切一切即一,ent_fe65e571893e,1,unique_alias
一即三,一即三,ent_1ea15a08a686,1,unique_alias
一即六,一即六,ent_46690b73c716,1,unique_alias
一即十,一即十,ent_8c9a78785a2f,1,unique_alias
一即多多即一,一即多多即一,ent_66d59160e33d,1,unique_alias
一叉鳩王,一叉鸠王,ent_6b0d009909be,1,unique_alias
一叉鸠王,一叉鸠王,ent_6b0d009909be,1,unique_alias
一句子,一句子,ent_424cc7298eb9,1,unique_alias
一句投火,一句投火,ent_f60e1359dce5,1,unique_alias
一句道尽,一句道尽,ent_bedd97708864,1,unique_alias
一句道盡,一句道尽,ent_bedd97708864,1,unique_alias
一只眼,一只眼,ent_29c1bdd54e99,1,unique_alias
一隻眼,一只眼,ent_29c1bdd54e99,1,unique_alias
一叶观音,一叶观音,ent_4346412dea13,1,unique_alias
一葉觀音,一叶观音,ent_4346412dea13,1,unique_alias
一合相,一合相,ent_befdba1d1cf6,1,unique_alias
一向出生菩萨经,一向出生菩萨经,ent_a56d5a48fc43,1,unique_alias
一向出生菩薩經,一向出生菩萨经,ent_a56d5a48fc43,1,unique_alias
一向大乘寺,一向大乘寺,ent_65e788c1aac8,1,unique_alias
一向宗,一向宗,ent_af8f9bfb4886,1,unique_alias
一向小乘寺,一向小乘寺,ent_097654fde1e6,1,unique_alias
一向記,一向记,ent_8d98e2f4c3bf,1,unique_alias
一向记,一向记,ent_8d98e2f4c3bf,1,unique_alias
一周关,一周关,ent_b839370ec089,1,unique_alias
一周關,一周关,ent_b839370ec089,1,unique_alias
一周忌,一周忌,ent_5df8c29e3f17,1,unique_alias
一味泻瓶,一味泻瓶,ent_4d1b698590e9,1,unique_alias
一味瀉瓶,一味泻瓶,ent_4d1b698590e9,1,unique_alias
一味禅,一味禅,ent_df86b427154d,1,unique_alias
一味禪,一味禅,ent_df86b427154d,1,unique_alias
一品經,一品经,ent_8fb23fdbc155,1,unique_alias
一品经,一品经,ent_8fb23fdbc155,1,unique_alias
一唾,一唾,ent_e18be7ddf5ab,1,unique_alias
一唾消世界火,一唾消世界火,ent_9d43f023e863,1,unique_alias
一喝商量,一喝商量,ent_4b4b60bd5864,1,unique_alias
一四句偈,一四句偈,ent_bd47a38ef2f8,1,unique_alias
一四天下,一四天下,ent_a849b0ebbf65,1,unique_alias
一回忌,一回忌,ent_9d6593200caa,1,unique_alias
一团心识,一团心识,ent_2f5648b64bc5,1,unique_alias
一團心識,一团心识,ent_2f5648b64bc5,1,unique_alias
一圆相,一圆相,ent_536daab2bfd7,1,unique_alias
一圓相,一圆相,ent_536daab2bfd7,1,unique_alias
一场懡㦬,一场懡㦬,ent_d760c34d7b57,1,unique_alias
一場懡㦬,一场懡㦬,ent_d760c34d7b57,1,unique_alias
一坐食,一坐食,ent_2cdef34c7392,1,unique_alias
一城,一城,ent_44b4684b4ade,1,unique_alias
一境三諦,一境三谛,ent_7625ea7020d4,1,unique_alias
一境三谛,一境三谛,ent_7625ea7020d4,1,unique_alias
一境四心,一境四心,ent_c2629f193f16,1,unique_alias
一增一减,一增一减,ent_caf6d2334b4c,1,unique_alias
一增一減,一增一减,ent_caf6d2334b4c,1,unique_alias
一夏九旬,一夏九旬,ent_a222568cac7c,1,unique_alias
一多相容不同門,一多相容不同门,ent_b5e6c656575d,1,unique_alias
一多相容不同门,一多相容不同门,ent_b5e6c656575d,1,unique_alias
一大三千世界,一大三千世界,ent_eafc9c59f80f,1,unique_alias
一大事,一大事,ent_1294d9bf8ff7,1,unique_alias
一大事因緣,一大事因缘,ent_3dcc3dbbf7a7,1,unique_alias
一大事因缘,一大事因缘,ent_3dcc3dbbf7a7,1,unique_alias
一大宅,一大宅,ent_539262287f02,1,unique_alias
一大車,一大车,ent_3f80381ddb98,1,unique_alias
一大车,一大车,ent_3f80381ddb98,1,unique_alias
一如觀音,一如观音,ent_149698801125,1,unique_alias
一如观音,一如观音,ent_149698801125,1,unique_alias
一如頓證,一如顿证,ent_6cac459e529f,1,unique_alias
一如顿证,一如顿证,ent_6cac459e529f,1,unique_alias
一妄,一妄,ent_e58546b288cf,1,unique_alias
一婆訶,一婆诃,ent_a408ce266526,1,unique_alias
一婆诃,一婆诃,ent_a408ce266526,1,unique_alias
一字三礼,一字三礼,ent_831715e1684d,1,unique_alias
一字三禮,一字三礼,ent_831715e1684d,1,unique_alias
一字不說,一字不说,ent_d7e73713b4c2,1,unique_alias
一字不说,一字不说,ent_d7e73713b4c2,1,unique_alias
一字业,一字业,ent_95448c08ab90,1,unique_alias
一字業,一字业,ent_95448c08ab90,1,unique_alias
一字佛頂真言與佛眼真言,一字佛顶真言与佛眼真言,ent_08a7d8cc5f0a,1,unique_alias
一字佛顶真言与佛眼真言,一字佛顶真言与佛眼真言,ent_08a7d8cc5f0a,1,unique_alias
一字佛頂輪王經,一字佛顶轮王经,ent_e244b1130dba,1,unique_alias
一字佛顶轮王经,一字佛顶轮王经,ent_e244b1130dba,1,unique_alias
一字布身德,一字布身德,ent_c6f2b516b7e3,1,unique_alias
一字文殊,一字文殊,ent_a06a62d8ee77,1,unique_alias
一字文殊法,一字文殊法,ent_8da5b329e888,1,unique_alias
一字禅,一字禅,ent_1f7aacf5b3bd,1,unique_alias
一字禪,一字禅,ent_1f7aacf5b3bd,1,unique_alias
一字經,一字经,ent_c4d8694eb71b,1,unique_alias
一字经,一字经,ent_c4d8694eb71b,1,unique_alias
一字輪王咒,一字轮王咒,ent_f31990a5df81,1,unique_alias
一字轮王咒,一字轮王咒,ent_f31990a5df81,1,unique_alias
一字金輪,一字金轮,ent_cd777f8eefe2,1,unique_alias
一字金轮,一字金轮,ent_cd777f8eefe2,1,unique_alias
一字金輪佛頂法,一字金轮佛顶法,ent_e80d66da34d9,1,unique_alias
一字金轮佛顶法,一字金轮佛顶法,ent_e80d66da34d9,1,unique_alias
一字金輪法,一字金轮法,ent_a18f502b6e31,1,unique_alias
一字金轮法,一字金轮法,ent_a18f502b6e31,1,unique_alias
一字頂輪王經,一字顶轮王经,ent_835ca25b4032,1,unique_alias
一字顶轮王经,一字顶轮王经,ent_835ca25b4032,1,unique_alias
一实,一实,ent_84763ffab42e,1,unique_alias
一實,一实,ent_84763ffab42e,1,unique_alias
一实乘,一实乘,ent_9230d50bac51,1,unique_alias
一實乘,一实乘,ent_9230d50bac51,1,unique_alias
一实圆乘,一实圆乘,ent_73898c75e139,1,unique_alias
一實圓乘,一实圆乘,ent_73898c75e139,1,unique_alias
一实圆宗,一实圆宗,ent_634ffdc549cd,1,unique_alias
一實圓宗,一实圆宗,ent_634ffdc549cd,1,unique_alias
一实圆顿,一实圆顿,ent_ee55e5aac478,1,unique_alias
一實圓頓,一实圆顿,ent_ee55e5aac478,1,unique_alias
一实境界,一实境界,ent_3c381774e479,1,unique_alias
一實境界,一实境界,ent_3c381774e479,1,unique_alias
一实无相,一实无相,ent_16c3429ec6e6,1,unique_alias
一實無相,一实无相,ent_16c3429ec6e6,1,unique_alias
一实相,一实相,ent_db68946f7f84,1,unique_alias
一實相,一实相,ent_db68946f7f84,1,unique_alias
一实相印,一实相印,ent_be62ea3b46cc,1,unique_alias
一實相印,一实相印,ent_be62ea3b46cc,1,unique_alias
一实观,一实观,ent_1047000d780a,1,unique_alias
一實觀,一实观,ent_1047000d780a,1,unique_alias
一家宴,一家宴,ent_9cb20204ad54,1,unique_alias
一寂,一寂,ent_6afb0e0da1ea,1,unique_alias
一塵法界,一尘法界,ent_ee8c43a84f0d,1,unique_alias
一尘法界,一尘法界,ent_ee8c43a84f0d,1,unique_alias
一庄严三昧,一庄严三昧,ent_d16b06bfc04f,1,unique_alias
一莊嚴三昧,一庄严三昧,ent_d16b06bfc04f,1,unique_alias
一微塵,一微尘,ent_26f570f2a810,1,unique_alias
一微尘,一微尘,ent_26f570f2a810,1,unique_alias
一心,一心,ent_29c863dd97d1,1,unique_alias
一心三惑,一心三惑,ent_6237b3bdcffa,1,unique_alias
一心三智,一心三智,ent_7c024cfd3dac,1,unique_alias
一心三觀,一心三观,ent_5d82de15d55d,1,unique_alias
一心三观,一心三观,ent_5d82de15d55d,1,unique_alias
一心不乱,一心不乱,ent_ac993f0f8df9,1,unique_alias
一心不亂,一心不乱,ent_ac993f0f8df9,1,unique_alias
一心专念,一心专念,ent_7458a3737f75,1,unique_alias
一心專念,一心专念,ent_7458a3737f75,1,unique_alias
一心合掌,一心合掌,ent_e75c9cb7c363,1,unique_alias
一心归命,一心归命,ent_4eeededc846a,1,unique_alias
一心歸命,一心归命,ent_4eeededc846a,1,unique_alias
一心唸佛,一心念佛,ent_988c05138f65,1,unique_alias
一心念佛,一心念佛,ent_988c05138f65,1,unique_alias
一心敬礼,一心敬礼,ent_e9f717461a2f,1,unique_alias
一心敬禮,一心敬礼,ent_e9f717461a2f,1,unique_alias
一心正念,一心正念,ent_f6141e06e2ab,1,unique_alias
一心真見道,一心真见道,ent_590a2356f702,1,unique_alias
一心真见道,一心真见道,ent_590a2356f702,1,unique_alias
一心称名,一心称名,ent_9b668ed79f6f,1,unique_alias
一心稱名,一心称名,ent_9b668ed79f6f,1,unique_alias
一心金刚宝戒,一心金刚宝戒,ent_f6862d77e91e,1,unique_alias
一心金剛寶戒,一心金刚宝戒,ent_f6862d77e91e,1,unique_alias
一心頂禮,一心顶礼,ent_22986879292c,1,unique_alias
一心顶礼,一心顶礼,ent_22986879292c,1,unique_alias
一念,一念,ent_6711ca03b548,1,unique_alias
一念万年,一念万年,ent_4f14e5c23f8e,1,unique_alias
一念萬年,一念万年,ent_4f14e5c23f8e,1,unique_alias
一念三千,一念三千,ent_8e5bc1f388e3,1,unique_alias
一念不生,一念不生,ent_ee87cee83c50,1,unique_alias
一念业成,一念业成,ent_b652c4212e8b,1,unique_alias
一念業成,一念业成,ent_b652c4212e8b,1,unique_alias
一念义多念义,一念义多念义,ent_d76805759d3d,1,unique_alias
一念義多念義,一念义多念义,ent_d76805759d3d,1,unique_alias
一念相应,一念相应,ent_76081bac2720,1,unique_alias
一念相應,一念相应,ent_76081bac2720,1,unique_alias
一念相应慧,一念相应慧,ent_f5720a80ed14,1,unique_alias
一念相應慧,一念相应慧,ent_f5720a80ed14,1,unique_alias
一念逾新罗,一念逾新罗,ent_f82fb752f90b,1,unique_alias
一念逾新羅,一念逾新罗,ent_f82fb752f90b,1,unique_alias
一念随喜,一念随喜,ent_cafb7e456974,1,unique_alias
一念隨喜,一念随喜,ent_cafb7e456974,1,unique_alias
一恒,一恒,ent_c2cc00f3e6b2,1,unique_alias
一恒河沙,一恒河沙,ent_1e3047fb6559,1,unique_alias
一息半步,一息半步,ent_959a28bc9c35,1,unique_alias
一愿建立,一愿建立,ent_a3059517115c,1,unique_alias
一願建立,一愿建立,ent_a3059517115c,1,unique_alias
一成一切成,一成一切成,ent_99d895d29e6d,1,unique_alias
一拳五指,一拳五指,ent_15119929af79,1,unique_alias
一拶拶倒了,一拶拶倒了,ent_51f1cabb1905,1,unique_alias
一持,一持,ent_2efd3f4ea291,1,unique_alias
一指头禅,一指头禅,ent_3c1f5938331c,1,unique_alias
一指頭禪,一指头禅,ent_3c1f5938331c,1,unique_alias
一揣食,一揣食,ent_f5bde86abdd5,1,unique_alias
一搩手,一搩手,ent_387a9e3be743,1,unique_alias
一搩手半,一搩手半,ent_923d754b5b83,1,unique_alias
一放一收,一放一收,ent_bc97caae4699,1,unique_alias
一断一切断,一断一切断,ent_f582f0e0c923,1,unique_alias
一斷一切斷,一断一切断,ent_f582f0e0c923,1,unique_alias
一旋一咒,一旋一咒,ent_194fde3acb00,1,unique_alias
一无碍道,一无碍道,ent_48596aa981f1,1,unique_alias
一無礙道,一无碍道,ent_48596aa981f1,1,unique_alias
一日三时,一日三时,ent_b1fdd48c4f72,1,unique_alias
一日三時,一日三时,ent_b1fdd48c4f72,1,unique_alias
一日佛,一日佛,ent_03e1b78e78a0,1,unique_alias
一日修行,一日修行,ent_c5f15512b91c,1,unique_alias
一日斋,一日斋,ent_69914e7d87cb,1,unique_alias
