entity_id,name,entity_type,mention_count,document_count,out_degree,in_degree,degree,relation_count,weighted_degree,evidence_count,pagerank,betweenness,harmonic_centrality,core_number,community_id,community_size,participation_coefficient,relation_family_count,view_count,views,neighbor_type_entropy,relation_rate,pagerank_percentile,betweenness_percentile,participation_percentile,bridge_score,degree_rank,pagerank_rank,betweenness_rank,bridge_rank
ent_e148ca0687f4,佛法,DoctrineTerm,0,0,30,47,71,86,101,107,0.008625817712450006,0.07962948460648185,549.3857142857123,6,1,235,0.7062052739927458,9,4,other_domain;practice;propagation_organization;thought_doctrine,0.842939609058482,,1.0,0.9983183856502242,0.9932735426008968,0.9473094170403588,5,1,4,5
ent_b265c0f135b0,涅槃,DoctrineTerm,0,0,13,17,24,33,33,33,0.008073220991036823,0.013201267329571617,418.24047619047275,6,3,153,0.2222222222222222,4,2,practice;thought_doctrine,0.49040560518888765,,0.999439461883408,0.9887892376681614,0.7926008968609866,0.7532959641255605,20,2,21,122
ent_4c194eb34333,般若,DoctrineTerm,0,0,10,23,32,39,57,60,0.007250099486964803,0.018072386912528857,452.2357142857104,6,3,153,0.43951985226223467,7,4,classic_text;other_domain;propagation_organization;thought_doctrine,0.6534386751602588,,0.9988789237668162,0.9915919282511211,0.8497757847533632,0.8815695067264574,12,3,16,17
ent_b1e217884f50,智慧,DoctrineTerm,0,0,7,24,28,35,39,43,0.006847010183448288,0.014739386439516347,478.23809523809103,6,3,153,0.6614069690992769,7,3,other_domain;practice;thought_doctrine,0.6132382418572682,,0.9983183856502242,0.9893497757847534,0.9798206278026906,0.8796860986547085,15,4,20,18
ent_7218629ab8b8,自性,DoctrineTerm,2550,1034,5,8,11,14,14,15,0.006472286602168923,0.0020584690243773277,392.9928571428538,6,3,153,0.4387755102040817,5,2,practice;thought_doctrine,0.43949698692151334,0.5490196078431373,0.9977578475336323,0.9035874439461884,0.8492152466367713,0.7461995515695068,73,5,173,135
ent_1b85a8db0019,信徒,Group,15098,3574,16,24,34,40,61,68,0.006015589529270268,0.027740038795440135,490.0809523809484,6,5,111,0.5735017468422466,7,4,other_domain;practice;propagation_organization;thought_doctrine,0.7539488381889757,0.26493575307987816,0.9971973094170403,0.9966367713004485,0.9551569506726457,0.9152017937219732,11,6,7,12
ent_a6b94c65c717,人間佛教,Concept,0,0,30,39,63,89,104,115,0.005691087051002177,0.06101675065088655,536.035714285712,6,1,235,0.6105769230769231,8,4,other_domain;practice;propagation_organization;thought_doctrine,0.8591898023759877,,0.9966367713004485,0.9971973094170403,0.9602017937219731,0.9269394618834081,6,7,6,8
ent_86900e4a696c,淨土,DoctrineTerm,0,0,5,22,27,27,27,29,0.005369054242340124,0.02265576148980603,431.96904761904324,6,8,58,0.6364883401920438,6,3,practice;propagation_organization;thought_doctrine,0.8561904012437035,,0.9960762331838565,0.9955156950672646,0.9730941704035875,0.8701345291479821,17,8,9,24
ent_b9466da1d262,佛教,DoctrineTerm,0,0,67,31,92,117,132,146,0.005121026450853987,0.069220571898847,533.4261904761876,6,1,235,0.45087235996326913,10,4,other_domain;practice;propagation_organization;thought_doctrine,0.7935181156208364,,0.9955156950672646,0.9977578475336323,0.8817264573991032,0.9236210762331839,4,9,5,9
ent_bd68ae54ea00,修行,PracticeActivity,0,0,19,25,39,47,54,57,0.004895391827452341,0.01916199073291899,457.65238095237646,6,2,153,0.6865569272976682,7,4,other_domain;practice;propagation_organization;thought_doctrine,0.9020812402707432,,0.9949551569506726,0.9927130044843049,0.9876681614349776,0.9233856502242153,7,10,14,10
ent_62cf8ccca072,佛陀,BuddhistFigure,0,0,82,27,104,122,179,195,0.004654897422973427,0.09198851504549493,524.866666666663,6,2,153,0.498049374239256,10,5,classic_text;other_domain;practice;propagation_organization;thought_doctrine,0.8495895587698958,,0.9943946188340808,0.999439461883408,0.8957399103139013,0.9684977578475337,2,11,2,3
ent_f76ae8b83972,真理,Concept,5966,2628,10,15,22,28,35,38,0.004496097422610784,0.005805790548296822,438.24047619047207,6,9,56,0.6285714285714286,8,4,other_domain;practice;propagation_organization;thought_doctrine,0.39538347396800944,0.46932618169627893,0.9938340807174888,0.968609865470852,0.9725336322869955,0.9192040358744396,22,12,57,11
ent_8af9d29d58e3,解脫,DoctrineTerm,0,0,3,12,14,15,16,17,0.004455965458244074,0.003981532483455059,420.2023809523773,6,3,153,0.671875,5,3,other_domain;practice;thought_doctrine,0.6178266860002798,,0.9932735426008968,0.9478699551569507,0.9854260089686099,0.8447757847533633,44,13,94,32
ent_cf26f7ad8f86,慈悲,DoctrineTerm,0,0,19,24,38,48,53,54,0.004289061681024167,0.02037611803158903,494.83571428570997,6,1,235,0.6543253826984692,8,4,other_domain;practice;propagation_organization;thought_doctrine,0.7037525974644345,,0.9927130044843049,0.9943946188340808,0.9775784753363229,0.9310313901345293,8,14,11,7
ent_96ef6af74ecb,不生不滅,DoctrineTerm,416,302,2,11,12,14,22,26,0.0042663125996337285,0.00631159306512241,401.5857142857113,5,3,153,0.3223140495867768,3,2,practice;thought_doctrine,0.822377339362118,3.3653846153846154,0.992152466367713,0.9730941704035875,0.8161434977578476,0.7440807174887893,63,15,49,138
ent_fb92e0f5af32,輪迴,DoctrineTerm,2058,888,4,6,9,10,11,11,0.004116953986549502,0.0027563152415711,355.9333333333308,4,1,235,0.5123966942148761,4,1,thought_doctrine,0.7642045065086203,0.4859086491739553,0.9915919282511211,0.9265695067264574,0.9377802690582959,0.7319618834080719,97,16,132,153
ent_7ed1a52121c4,清淨,DoctrineTerm,6774,2995,3,11,14,15,20,21,0.004057379711631756,0.0038540694241874446,396.3404761904729,6,3,153,0.42000000000000004,5,3,other_domain;practice;thought_doctrine,0.7608203181716593,0.22143489813994685,0.9910313901345291,0.9473094170403588,0.8464125560538116,0.802847533632287,44,17,95,66
ent_d90879de5b44,菩提,DoctrineTerm,0,0,3,5,8,8,12,12,0.004033193043825225,0.00089875031513811,370.6936507936482,5,3,153,0.5416666666666666,4,2,practice;thought_doctrine,0.8112781244591328,,0.9904708520179372,0.8430493273542601,0.945067264573991,0.7407399103139014,115,18,281,141
ent_0b2e6e9daabf,禪,DoctrineTerm,0,0,10,15,24,25,26,29,0.003983320622648835,0.015097684826077968,432.28809523809065,6,3,153,0.5384615384615384,5,3,practice;propagation_organization;thought_doctrine,0.8181112796285537,,0.9899103139013453,0.9899103139013453,0.9445067264573991,0.849316143497758,20,19,19,31
ent_7819a06de839,緣起,DoctrineTerm,0,0,11,9,16,26,34,39,0.0039010130047960724,0.004666973536282369,427.7309523809486,6,9,56,0.26470588235294124,6,3,other_domain;propagation_organization;thought_doctrine,0.6622301466508207,,0.9893497757847534,0.9568385650224215,0.8010089686098655,0.8030381165919283,36,20,78,65
ent_edb83f453adc,入世,Concept,1504,687,1,8,8,16,36,40,0.003815517905725723,0.002772996097117855,402.8638888888859,4,17,9,0.3641975308641975,7,3,practice;propagation_organization;thought_doctrine,0.9306282244165778,1.0638297872340425,0.9887892376681614,0.9271300448430493,0.8211883408071748,0.8072085201793722,115,21,131,57
ent_d4e9589daf52,出世,DoctrineTerm,2166,990,3,2,4,10,26,30,0.0036280232663197212,0.0008987268615224506,334.0591269841251,3,17,9,0.14497041420118328,5,2,propagation_organization;thought_doctrine,0.946394630357186,0.4616805170821791,0.9882286995515696,0.8424887892376681,0.7864349775784754,0.70292600896861,215,22,282,193
ent_451aac4b11fb,讚歎,PracticeActivity,2674,1695,14,17,29,31,45,49,0.0033462340725504023,0.019316400806196565,461.68333333332913,6,5,111,0.6014814814814815,3,2,practice;thought_doctrine,0.8927515135730125,1.1593118922961856,0.9876681614349776,0.9932735426008968,0.9590807174887892,0.7950336322869955,13,23,13,77
ent_c84e07b0932e,成佛,Concept,4405,2128,9,16,25,25,32,33,0.0032847638956874027,0.00876067041595476,425.1238095238058,6,2,153,0.66015625,5,3,other_domain;practice;thought_doctrine,0.7917116702820189,0.5675368898978433,0.9871076233183856,0.9809417040358744,0.9792600896860987,0.8561547085201794,18,24,35,30
ent_c491291ea5a3,無我,DoctrineTerm,2125,1061,5,10,15,16,19,20,0.003212181124684418,0.005803461192625636,433.3738095238058,6,1,235,0.6149584487534627,6,3,other_domain;practice;thought_doctrine,0.5194602975157967,0.7529411764705882,0.9865470852017937,0.9680493273542601,0.9641255605381166,0.856457399103139,40,25,58,29
ent_9f4e43b60b58,功德,DoctrineTerm,0,0,1,12,13,13,18,19,0.0031848905644437206,0.0033832619823180314,419.6857142857109,6,5,111,0.6419753086419753,7,4,other_domain;practice;propagation_organization;thought_doctrine,0.8850355544046855,,0.9859865470852018,0.9372197309417041,0.9744955156950673,0.8972365470852017,54,26,113,16
ent_a6edbfea0e76,香港,PlaceRealm,4740,1243,0,2,2,3,4,4,0.00317713930119737,0.0008038256308961114,284.17896825396576,1,4,150,0.0,1,1,propagation_organization,1.0,0.06329113924050633,0.9854260089686099,0.804372197309417,0.39181614349775784,0.4892937219730942,391,27,315,508
ent_9e7028261726,因果觀念,Concept,221,168,1,5,5,7,7,7,0.003147527114229197,0.0018713043281028084,402.8023809523781,3,19,8,0.44897959183673464,5,3,other_domain;propagation_organization;thought_doctrine,0.9609640474436812,3.167420814479638,0.9848654708520179,0.899103139013453,0.8797645739910314,0.7935706278026906,184,28,181,81
ent_6deef676b2d3,福德,DoctrineTerm,2116,1133,3,11,14,16,24,27,0.0031325209666027733,0.005205021826697443,378.81190476190216,5,5,111,0.6979166666666667,4,3,other_domain;practice;thought_doctrine,0.9046000163489059,0.7561436672967864,0.984304932735426,0.9624439461883408,0.9915919282511211,0.8424551569506727,44,29,68,34
ent_3f2cfc0ad314,煩惱,DoctrineTerm,0,0,2,11,13,14,14,15,0.0031235307883622793,0.006246448065159932,384.9904761904734,5,3,153,0.4591836734693877,6,3,other_domain;practice;thought_doctrine,0.8175195311866702,,0.9837443946188341,0.9719730941704036,0.882847533632287,0.8336434977578475,54,30,51,38
ent_ae2a498d2bfb,佛學講座,PracticeActivity,1121,573,1,13,14,15,16,16,0.0031092777680036088,0.00805984095070576,374.18174603174344,4,4,150,0.1171875,3,2,propagation_organization;thought_doctrine,0.5446150394212924,1.3380909901873328,0.9831838565022422,0.9803811659192825,0.7858744394618834,0.7379147982062781,44,31,36,146
ent_e5e2f674a600,大願,DoctrineTerm,777,502,2,3,3,5,5,5,0.003100996005952356,0.0008038256308961114,205.56038961038698,2,22,6,0.0,3,2,practice;thought_doctrine,0.9999999999999998,0.6435006435006435,0.9826233183856502,0.804372197309417,0.39181614349775784,0.5492937219730942,286,32,315,408
ent_843b8050d4ad,台灣,PlaceRealm,23811,4379,0,10,10,11,16,17,0.0030129334249530235,0.0044122527092244285,425.2833333333299,5,5,111,0.4921875,3,2,practice;propagation_organization,0.9756149631508356,0.04619713577758179,0.9820627802690582,0.9551569506726457,0.8926569506726457,0.7598598654708522,82,33,81,115
ent_fd85beeca7fa,平等,DoctrineTerm,0,0,2,16,17,21,23,23,0.0030089387014092706,0.010141631747065146,473.2785714285673,6,9,56,0.8090737240075614,6,3,other_domain;propagation_organization;thought_doctrine,0.7954955150054221,,0.9815022421524664,0.9859865470852018,1.0,0.8743946188340808,32,34,26,22
ent_5d4dc6a775ae,空,DoctrineTerm,0,0,7,6,13,13,13,13,0.0030013902343708383,0.0033039750619595775,375.6071428571401,6,9,56,0.42603550295857995,4,2,other_domain;thought_doctrine,0.4878527713892913,,0.9809417040358744,0.9360986547085202,0.8475336322869955,0.7486995515695067,54,35,115,130
ent_20b55f8f96b8,人間,PlaceRealm,21213,9008,1,4,5,5,8,8,0.0029839963270085826,0.0021999401217214828,347.8448412698393,3,2,153,0.53125,4,3,other_domain;propagation_organization;thought_doctrine,0.9602297178607612,0.02357045208127092,0.9803811659192825,0.9069506726457399,0.9425448430493274,0.8055437219730942,184,36,167,59
ent_9a09ad0a2d77,無常,DoctrineTerm,3714,1588,2,9,10,12,16,17,0.002895418174161183,0.0026623917159325195,398.19047619047336,5,9,56,0.328125,4,2,other_domain;thought_doctrine,0.9372305632161295,0.32310177705977383,0.9798206278026906,0.9243273542600897,0.8167040358744395,0.7347421524663678,82,37,136,150
ent_51d7657ca696,佛光山,Institution,0,0,91,13,101,110,138,149,0.0028627647110562185,0.08354449724995572,523.0309523809485,6,4,150,0.5059861373660995,9,5,classic_text;other_domain;practice;propagation_organization;thought_doctrine,0.75416922815179,,0.9792600896860987,0.9988789237668162,0.9366591928251121,0.9705493273542601,3,38,3,2
ent_8140f68a375b,防非止惡,DoctrineTerm,136,106,1,1,1,3,3,3,0.002833672583848717,0.0,301.48928571428354,1,19,8,0.0,3,2,other_domain;thought_doctrine,0.0,2.2058823529411766,0.9786995515695067,0.3276345291479821,0.39181614349775784,0.35859865470852015,648,39,617,634
ent_1d438a7bb6bb,五趣雜居地,DoctrineTerm,11,11,0,1,1,1,1,1,0.0028238420580906803,0.0,270.03730158729815,1,2,153,0.0,1,1,thought_doctrine,0.0,9.090909090909092,0.9781390134529148,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,40,617,655
ent_5c024ea8045e,貪瞋痴,Concept,812,588,1,2,2,3,3,3,0.0028170866429621747,0.0008038256308961114,276.9626984126955,1,3,153,0.0,1,1,thought_doctrine,0.0,0.3694581280788177,0.9775784753363229,0.804372197309417,0.39181614349775784,0.4892937219730942,391,41,315,508
ent_e8785f476bae,往生,Concept,3061,1229,4,6,9,10,17,18,0.002715913805905683,0.0003816642260199663,341.5583333333313,5,6,77,0.20761245674740492,5,3,other_domain;practice;thought_doctrine,0.946265187221801,0.3266906239790918,0.977017937219731,0.7662556053811659,0.7886771300448431,0.7131053811659193,97,42,418,180
ent_e7ba1be4785d,安樂,Concept,3047,1817,0,11,11,13,16,16,0.0026716217628696822,0.0022132333456711764,397.7499999999964,5,2,153,0.4921875,4,4,other_domain;practice;propagation_organization;thought_doctrine,0.8085947862963575,0.426649163111257,0.976457399103139,0.9080717488789237,0.8926569506726457,0.8310257847533632,73,43,165,39
ent_f138c5467d9e,根本煩惱,DoctrineTerm,0,0,1,1,1,2,2,2,0.0026046521291982687,0.0,226.31547619047234,1,3,153,0.0,1,1,thought_doctrine,0.0,,0.975896860986547,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,44,617,655
ent_4d8dbf44a614,布施,PracticeActivity,0,0,9,12,20,22,31,33,0.0025695311471621504,0.008024498474510063,431.88809523809186,6,5,111,0.6160249739854318,7,3,practice;propagation_organization;thought_doctrine,0.8910912821901104,,0.9753363228699552,0.9792600896860987,0.9652466367713004,0.8712780269058296,24,45,38,23
ent_d5f85767f69d,境界,DoctrineTerm,4508,2160,3,3,5,7,7,7,0.002489458330162751,0.00014737991485099804,363.70476190475927,5,3,153,0.6122448979591837,1,1,thought_doctrine,0.8649735207179272,0.15527950310559005,0.9747757847533632,0.7471973094170403,0.9627242152466368,0.6376961883408072,184,46,452,304
ent_655d8b1fda76,性空,DoctrineTerm,0,0,1,3,3,8,17,20,0.0024685810729208565,0.00018479873171706323,332.19365079364877,3,9,56,0.11072664359861584,3,2,other_domain;thought_doctrine,0.0,,0.9742152466367713,0.7550448430493274,0.7850336322869955,0.6475280269058297,286,47,438,289
ent_6475d71f00be,佛道,DoctrineTerm,2201,1284,1,8,9,9,12,12,0.0024423840846363176,0.0008016771236453331,387.6928571428542,6,3,153,0.5833333333333333,5,3,other_domain;practice;thought_doctrine,0.8824252235446577,0.408905043162199,0.9736547085201793,0.7825112107623319,0.9579596412556054,0.7703923766816144,97,48,389,105
ent_de77c6f5f383,自作自受,DoctrineTerm,161,131,1,11,12,12,20,23,0.0024275182236583553,0.004197697871845046,411.1785714285685,4,1,235,0.18499999999999994,3,2,other_domain;thought_doctrine,0.8250112108241772,7.453416149068323,0.9730941704035875,0.952354260089686,0.7881165919282511,0.7273766816143499,63,49,86,159
ent_931d353cbc62,出世間法,DoctrineTerm,173,125,2,8,10,12,19,21,0.0024120693656861526,0.0033967618376287796,426.5809523809489,5,1,235,0.3601108033240997,4,1,thought_doctrine,0.5816718657178868,6.936416184971098,0.9725336322869955,0.9377802690582959,0.820627802690583,0.7013004484304933,82,50,112,196
ent_03c937f6582b,不可思議,DoctrineTerm,0,0,0,6,6,6,6,10,0.0023981616335889333,0.0021222378816936473,390.6999999999965,4,5,111,0.6666666666666667,1,1,thought_doctrine,0.6500224216483541,,0.9719730941704036,0.9047085201793722,0.9826233183856502,0.706670403587444,154,51,171,191
ent_79be471f2b02,變化,Concept,2127,1328,2,2,2,5,5,5,0.002388322009731724,1.0989653598398449e-05,302.97222222221967,2,9,56,0.48,1,1,thought_doctrine,0.0,0.23507287259050305,0.9714125560538116,0.695067264573991,0.8876121076233184,0.5943105381165921,391,52,545,375
ent_61654ef63947,因緣,DoctrineTerm,0,0,10,9,16,19,36,42,0.0023323395983772225,0.005720810804904266,411.30952380952,6,9,56,0.3379629629629629,4,2,other_domain;thought_doctrine,0.7737056144690831,,0.9708520179372198,0.9674887892376681,0.8178251121076233,0.7523430493273544,36,53,59,124
ent_7589add60cad,弘法,PracticeActivity,0,0,12,12,20,27,30,30,0.00232919564913484,0.012177471954390433,462.22857142856753,6,1,235,0.6177777777777778,7,3,practice;propagation_organization;thought_doctrine,0.921985773649725,,0.9702914798206278,0.9882286995515696,0.9663677130044843,0.8752017937219732,24,54,22,20
ent_b4d10439f17e,佛性,DoctrineTerm,0,0,11,7,17,20,23,23,0.0023126737636411745,0.005586922882356005,433.2309523809485,6,3,153,0.5293005671077504,4,2,other_domain;thought_doctrine,0.5700338813359286,,0.9697309417040358,0.9658071748878924,0.9411434977578476,0.7886659192825114,32,55,62,89
ent_18480741e488,大智,DoctrineTerm,439,315,1,2,2,3,3,3,0.0022644200793758866,0.0,205.06038961038695,2,22,6,0.0,3,1,thought_doctrine,1.0,0.683371298405467,0.969170403587444,0.3276345291479821,0.39181614349775784,0.3185986547085202,391,56,617,644
ent_f3f20d04ac35,諸法實相,DoctrineTerm,202,131,4,9,13,17,29,34,0.0022525355713538648,0.0036090215854556722,395.21904761904517,5,3,153,0.24970273483947691,6,4,other_domain;practice;propagation_organization;thought_doctrine,0.8479836109346184,8.415841584158416,0.968609865470852,0.9422645739910314,0.7993273542600897,0.8367040358744395,54,57,104,37
ent_c9da39b6e30f,出家,PracticeActivity,24823,5484,9,7,16,16,17,18,0.002190750722672219,0.009375758994419026,402.55476190475855,5,2,153,0.6920415224913494,4,2,practice;thought_doctrine,0.9789848253208956,0.064456350964831,0.9680493273542601,0.9831838565022422,0.9887892376681614,0.8099103139013453,36,58,31,53
ent_259eb7544339,真俗不二,Concept,19,13,0,2,2,2,2,2,0.0020856540763644774,0.0008038256308961114,271.24404761904435,1,3,153,0.0,2,2,other_domain;thought_doctrine,0.0,10.526315789473685,0.9674887892376681,0.804372197309417,0.39181614349775784,0.5392937219730942,391,59,315,415
ent_27cbc906ccf8,禪堂,PlaceRealm,1547,674,0,10,10,10,17,20,0.0020702012904875466,0.0062281032461297065,391.4853174603148,4,4,150,0.4844290657439445,2,2,other_domain;propagation_organization,0.8173454221465101,0.6464124111182935,0.9669282511210763,0.9714125560538116,0.8912556053811659,0.7559417040358745,82,60,52,120
ent_932ce5962a37,示教利喜,Concept,289,251,3,11,13,14,24,25,0.0020516150275894855,0.0034121163723796126,428.38095238094814,6,2,153,0.4131944444444444,6,3,other_domain;practice;thought_doctrine,0.9699870314266158,4.844290657439446,0.9663677130044843,0.9383408071748879,0.8458520179372198,0.8090919282511211,54,61,111,54
ent_ac993f0f8df9,一心不亂,Concept,200,132,3,7,9,11,34,40,0.0020331171559805467,0.0012533731729753644,343.53095238095034,5,6,77,0.05709342560553643,6,4,other_domain;practice;propagation_organization;thought_doctrine,0.809656833416415,5.5,0.9658071748878924,0.8598654708520179,0.7836322869955157,0.7990358744394619,97,62,251,70
ent_c3569625ae14,三十二相,DoctrineTerm,294,162,4,10,14,16,26,28,0.0019835950683284873,0.0043424739050482285,403.19047619047353,6,2,153,0.39644970414201186,5,3,other_domain;practice;thought_doctrine,0.951747232345681,5.442176870748299,0.9652466367713004,0.9540358744394619,0.8424887892376681,0.8043609865470852,44,63,83,63
ent_6a96000d4114,浴佛法會,PracticeActivity,98,67,2,8,10,10,10,10,0.0019643369650411127,0.005391544680312196,383.0095238095208,4,5,111,0.4800000000000001,4,3,practice;propagation_organization;thought_doctrine,0.7854752972273344,10.204081632653061,0.9646860986547086,0.9635650224215246,0.8892937219730942,0.8122141255605382,82,64,66,51
ent_4fb8d09ae94c,諸法,DoctrineTerm,1794,779,12,8,18,21,39,47,0.001946169623132464,0.0077260994065511965,379.41785714285436,5,9,56,0.23537146614069693,3,1,thought_doctrine,0.5959059181125509,1.1705685618729098,0.9641255605381166,0.9786995515695067,0.7931614349775785,0.6994282511210763,30,65,39,201
ent_2a947d66f56d,教育,Concept,0,0,5,8,12,14,15,15,0.0019316160051522898,0.0031373064153711774,434.94047619047274,6,3,153,0.7022222222222222,5,2,propagation_organization;thought_doctrine,0.8848616689990428,,0.9635650224215246,0.9316143497757847,0.992152466367713,0.800291479820628,63,66,123,68
ent_d3e26d33b46f,大眾,Group,15812,5802,6,11,16,18,24,27,0.0019251890837792467,0.008790494843123662,473.2999999999963,6,2,153,0.7430555555555556,5,4,other_domain;practice;propagation_organization;thought_doctrine,0.9400664543100068,0.11383759170250443,0.9630044843049327,0.9815022421524664,0.9971973094170403,0.9017600896860988,36,67,34,15
ent_37673e1464e9,信心,DoctrineTerm,5386,2716,5,8,12,13,18,19,0.0019186511909490681,0.0013881356428459785,422.8714285714247,6,19,8,0.7160493827160495,6,3,practice;propagation_organization;thought_doctrine,0.9276942711037669,0.24136650575566282,0.9624439461883408,0.8654708520179372,0.9957959641255605,0.8249271300448429,63,68,241,42
ent_5c71e7d58c52,極樂,PlaceRealm,0,0,0,2,2,2,2,2,0.0019109168322384638,0.0001427472775358496,367.0853174603149,2,6,77,0.5,2,2,practice;thought_doctrine,1.0,,0.9618834080717489,0.7455156950672646,0.9161995515695067,0.6730661434977578,391,69,455,241
ent_aef97ef170d1,眾生,Group,0,0,0,13,13,13,13,13,0.001900781308090147,0.009076081601037067,423.88571428571083,5,2,153,0.5798816568047337,2,1,propagation_organization,0.7323395250202963,,0.9613228699551569,0.9826233183856502,0.9562780269058296,0.739932735426009,54,70,32,143
ent_e4c3fa5588a1,因果,DoctrineTerm,0,0,7,6,12,15,17,17,0.001898449123332196,0.004743444736616667,427.04761904761534,6,1,235,0.5190311418685121,5,2,propagation_organization;thought_doctrine,0.8848616689990428,,0.9607623318385651,0.9585201793721974,0.9394618834080718,0.7952466367713007,63,71,75,76
ent_6252f39caa13,發心,PracticeActivity,8277,3155,5,8,13,13,15,16,0.001894519645463583,0.002455738655481706,415.44761904761475,6,3,153,0.711111111111111,4,3,other_domain;practice;thought_doctrine,0.9190368861092725,0.15706173734444848,0.9602017937219731,0.9198430493273543,0.9943946188340808,0.8262556053811659,54,72,144,41
ent_dd79e187a078,靈山會,PracticeActivity,1,1,2,6,8,8,39,40,0.001888143840005841,0.001505116444025741,373.0880952380932,4,2,153,0.0,3,2,propagation_organization;thought_doctrine,0.6695919455357792,800.0,0.9596412556053812,0.8699551569506726,0.39181614349775784,0.5755269058295964,115,73,233,386
ent_2690856df9d0,佛牙,RitualObject,743,167,2,7,9,9,17,19,0.0018823787641913193,0.005456272408250135,384.95238095237784,4,5,111,0.11072664359861584,1,1,practice,0.9057125980138371,1.2113055181695829,0.9590807174887892,0.9646860986547086,0.7850336322869955,0.6713845291479821,97,74,64,245
ent_f8cdc44e895f,極樂世界,PlaceRealm,0,0,1,5,6,6,11,12,0.00185849366815589,0.0001330516993779218,340.891269841268,5,6,77,0.16528925619834722,3,3,practice;propagation_organization;thought_doctrine,0.9697238998682473,,0.9585201793721974,0.7427130044843049,0.7872757847533632,0.6832679372197309,154,75,460,229
ent_5ebb7ea1e87e,緣起性空,DoctrineTerm,0,0,1,5,6,7,9,9,0.001829425536582588,0.002982274732575271,348.95595238095024,4,3,153,0.37037037037037035,3,2,other_domain;thought_doctrine,0.7896900821428474,,0.9579596412556054,0.929372197309417,0.8220291479820628,0.7283576233183857,154,76,127,158
ent_c175f86b8e66,生死,DoctrineTerm,5492,2247,6,4,9,10,10,10,0.001813855700567874,0.004244084907010506,390.71904761904426,4,3,153,0.56,4,1,thought_doctrine,0.9182958340544894,0.1820830298616169,0.9573991031390134,0.952914798206278,0.9503923766816144,0.7462836322869956,97,77,85,134
ent_cac49a61a507,禮拜,PracticeActivity,3365,1732,5,7,12,12,14,16,0.0018084181059357517,0.0043416380447026046,399.30476190475895,4,5,111,0.24489795918367352,5,3,practice;propagation_organization;thought_doctrine,0.9353340267248305,0.35661218424962854,0.9568385650224215,0.95347533632287,0.796804932735426,0.7904316143497758,63,78,84,86
ent_9578ca68d443,四聖諦,DoctrineTerm,0,0,2,4,5,7,7,7,0.0017995142510447448,0.00030061602529042033,383.6285714285688,4,2,153,0.6122448979591837,4,2,propagation_organization;thought_doctrine,0.9602297178607612,,0.9562780269058296,0.7640134529147982,0.9627242152466368,0.7144226457399103,184,79,422,178
ent_5ca2f4116c8d,寺院,Institution,0,0,12,9,19,21,25,27,0.001788308802663966,0.009418378552834745,439.64761904761497,5,5,111,0.5119999999999999,5,2,other_domain;propagation_organization,0.7999948991664142,,0.9557174887892377,0.9837443946188341,0.9372197309417041,0.804663677130045,27,80,30,62
ent_fbae646972f2,信仰,Concept,16124,4044,5,6,10,13,17,19,0.0016923309663389667,0.001964522355152781,400.87380952380585,5,19,8,0.6089965397923875,6,3,other_domain;propagation_organization;thought_doctrine,0.8804820237218407,0.0806251550483751,0.9551569506726457,0.9024663677130045,0.9596412556053812,0.8288789237668162,82,81,175,40
ent_bf940b65e5db,白四羯磨,Concept,21,12,0,1,1,1,1,1,0.001689552885031477,0.0,262.9095238095201,1,13,16,0.0,1,1,thought_doctrine,0.0,4.761904761904762,0.9545964125560538,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,82,617,655
ent_b3101b06e936,大悲,Concept,1469,742,2,2,3,4,4,4,0.0016561690275341409,0.002407700108204875,244.93452380951945,2,22,6,0.0,3,1,thought_doctrine,0.9182958340544894,0.27229407760381213,0.9540358744394619,0.9111547085201793,0.39181614349775784,0.5520067264573991,286,83,158,403
ent_6cacfb08e6df,釋迦牟尼佛,BuddhistFigure,3168,1658,32,5,36,40,66,74,0.001652731460542814,0.020270028071117947,458.4357142857093,6,2,153,0.47153351698806234,10,5,classic_text;other_domain;practice;propagation_organization;thought_doctrine,0.8337354741662021,1.2626262626262625,0.95347533632287,0.9938340807174888,0.8862107623318386,0.9633968609865472,9,84,12,4
ent_3f8c72abd679,拈花示眾,PracticeActivity,1,1,0,2,2,2,9,10,0.0016509619289497687,0.0,359.8571428571409,2,2,153,0.0,2,2,practice;thought_doctrine,1.0,200.0,0.952914798206278,0.3276345291479821,0.39181614349775784,0.3485986547085202,391,85,617,636
ent_d8d9506f4a85,具足戒,DoctrineTerm,565,420,1,6,7,7,7,7,0.0016478240087414015,0.003595310968371593,335.8464285714268,3,13,16,0.40816326530612246,5,3,other_domain;practice;thought_doctrine,0.9165164431996023,1.238938053097345,0.952354260089686,0.9417040358744395,0.8444506726457399,0.8000168161434978,134,86,105,69
ent_f7e49f4ae092,實相,DoctrineTerm,1005,620,4,7,11,11,12,12,0.001646469698591335,0.00275105261901442,394.1952380952354,5,9,56,0.625,2,1,thought_doctrine,0.782775952814142,1.0945273631840795,0.9517937219730942,0.9260089686098655,0.9697309417040358,0.721322869955157,73,87,133,169
