entity_id,name,entity_type,mention_count,document_count,out_degree,in_degree,degree,relation_count,weighted_degree,evidence_count,pagerank,betweenness,harmonic_centrality,core_number,community_id,community_size,participation_coefficient,relation_family_count,view_count,views,neighbor_type_entropy,relation_rate,pagerank_percentile,betweenness_percentile,participation_percentile,bridge_score,degree_rank,pagerank_rank,betweenness_rank,bridge_rank
ent_4a2ef8a8e8c5,信受奉行,PracticeActivity,206,161,3,3,6,7,9,9,0.0006828116890625001,0.0012384720438244367,392.50476190475837,4,8,58,0.6172839506172839,3,2,practice;thought_doctrine,0.9591479170272448,3.3980582524271843,0.8682735426008968,0.859304932735426,0.9658071748878924,0.7434641255605381,154,236,252,139
ent_b6a37c43e816,菩薩戒,Concept,803,382,4,5,9,9,12,12,0.0006819833249010683,0.002380398468031288,412.6023809523772,3,13,16,0.5277777777777778,5,2,propagation_organization;thought_doctrine,0.8288713632524444,1.1207970112079702,0.8677130044843049,0.9097533632286996,0.9405829596412556,0.7760762331838567,97,237,162,101
ent_b6dc0ddf5649,十二緣起,DoctrineTerm,0,0,0,2,2,2,2,2,0.0006813480201474088,0.0008038256308961114,247.95476190475782,1,24,5,0.0,2,2,propagation_organization;thought_doctrine,1.0,,0.866872197309417,0.804372197309417,0.39181614349775784,0.5392937219730942,391,238,315,415
ent_17bb4aed0f57,叢林道場,Institution,114,91,0,2,2,2,2,2,0.0006813480201474088,0.0008038256308961114,224.24610389610035,1,14,15,0.0,1,1,propagation_organization,0.0,1.7543859649122806,0.866872197309417,0.804372197309417,0.39181614349775784,0.4892937219730942,391,238,315,508
ent_11217872aabc,福慧,DoctrineTerm,19,14,0,2,2,2,3,3,0.0006774009074505039,2.4981362607341465e-05,338.7269841269823,2,2,153,0.4444444444444444,2,2,practice;thought_doctrine,1.0,10.526315789473685,0.8660313901345291,0.7017937219730942,0.8646300448430493,0.6401065022421526,391,240,533,299
ent_a0277c16bbd2,修道,PracticeActivity,2445,1474,2,2,4,4,4,4,0.0006752864671009925,0.0006782402813063128,366.9452380952357,2,13,16,0.625,3,2,practice;thought_doctrine,0.946394630357186,0.16359918200409,0.8654708520179372,0.7774663677130045,0.9697309417040358,0.7119058295964127,215,241,398,181
ent_361a3ebcb152,畢陵伽婆蹉,Concept,27,11,0,1,1,1,1,1,0.0006724383810226519,0.0,238.77857142856732,1,34,4,0.0,1,1,thought_doctrine,0.0,3.7037037037037037,0.8646300448430493,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,242,617,655
ent_93455991f6ce,那伽波羅,Concept,8,2,0,1,1,1,1,1,0.0006724383810226519,0.0,238.77857142856732,1,34,4,0.0,1,1,thought_doctrine,0.0,12.5,0.8646300448430493,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,242,617,655
ent_3e388eaf9498,隨緣不變,Concept,94,76,0,1,1,1,1,1,0.0006698514770911281,0.0,286.29007936507685,1,11,22,0.0,1,1,thought_doctrine,0.0,1.0638297872340425,0.8637892376681614,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,244,617,655
ent_f624bb0397f1,世界和平祈願法會,PracticeActivity,3,3,0,2,2,2,2,2,0.0006662683561199621,0.0008038256308961114,293.5896825396805,1,12,20,0.0,1,1,propagation_organization,0.0,66.66666666666667,0.8632286995515696,0.804372197309417,0.39181614349775784,0.4892937219730942,391,245,315,508
ent_e26bec9c3bd3,執著,DoctrineTerm,3786,2022,5,2,7,7,8,8,0.0006645315568286518,0.0026397487432903415,340.39841269841054,3,3,153,0.21875,5,2,practice;thought_doctrine,0.7248340915057598,0.184891706286318,0.8626681614349776,0.922645739910314,0.7909192825112108,0.736334080717489,134,246,139,147
ent_37d5a7356314,人生雜誌,Classic,1,1,0,2,2,2,2,2,0.0006634564649147792,6.112153349813812e-06,305.3749999999982,2,1,235,0.0,1,1,classic_text,1.0,200.0,0.8621076233183856,0.6844170403587444,0.39181614349775784,0.4413116591928251,391,247,564,602
ent_2d5376f10708,公平,Concept,1,1,0,1,1,1,1,1,0.0006633450679767239,0.0,298.14126984126784,1,1,235,0.0,1,1,thought_doctrine,0.0,100.0,0.8615470852017937,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,248,617,655
ent_7b593d6cedd8,教化,PracticeActivity,2908,1555,3,3,6,6,6,6,0.0006606801556708439,0.0014380431595202115,406.9690476190441,5,5,111,0.7777777777777778,2,2,practice;thought_doctrine,0.9999999999999998,0.2063273727647868,0.8609865470852018,0.8660313901345291,0.9991591928251121,0.7461603139013453,154,249,240,136
ent_3f3422049233,有為,DoctrineTerm,1275,897,0,3,3,3,3,3,0.000660647846972634,0.0006642272605279103,306.87341269841073,2,11,22,0.4444444444444444,2,1,thought_doctrine,0.9182958340544894,0.23529411764705882,0.8604260089686099,0.7769058295964125,0.8646300448430493,0.6301513452914799,286,250,399,315
ent_878ea185a076,念阿彌陀佛,PracticeActivity,158,112,16,4,20,26,39,50,0.0006595854244754911,0.00987120001105939,428.311904761901,5,6,77,0.46679815910585143,4,3,classic_text;practice;thought_doctrine,0.8998223655280475,16.455696202531644,0.8598654708520179,0.9854260089686099,0.8850896860986547,0.8196973094170404,24,251,27,49
ent_05e9c39da8a4,五戒,DoctrineTerm,3061,1162,5,4,9,9,9,10,0.0006589600412681987,0.005870078627426799,433.0904761904721,6,6,77,0.7654320987654322,6,3,practice;propagation_organization;thought_doctrine,0.946265187221801,0.29402156158118264,0.859304932735426,0.9697309417040358,0.9983183856502242,0.8673878923766816,97,252,55,26
ent_5e277905d477,平等性,DoctrineTerm,191,150,0,2,2,2,2,2,0.0006580593330007261,7.994859205423579e-06,345.60595238095027,2,9,56,0.5,1,1,thought_doctrine,1.0,1.0471204188481675,0.8587443946188341,0.6894618834080718,0.9161995515695067,0.6006446188340808,391,253,555,364
ent_45e7c3f3e424,般若心經,Classic,0,0,6,3,9,9,13,17,0.0006566030548864565,0.0051442444996080226,407.15952380952075,3,3,153,0.2603550295857988,2,2,classic_text;thought_doctrine,0.886682880001534,,0.8579035874439462,0.9618834080717489,0.8001681614349776,0.7248038116591928,97,254,69,164
ent_dd9009d7b1c1,禪淨共修,PracticeActivity,0,0,0,3,3,3,3,3,0.0006566030548864565,0.0009990085971399551,374.6841269841244,2,3,153,0.4444444444444444,2,2,practice;propagation_organization,0.9182958340544894,,0.8579035874439462,0.8525784753363229,0.8646300448430493,0.700420403587444,286,254,264,199
ent_d2c928bc7563,四無量心,DoctrineTerm,346,246,2,2,4,4,4,4,0.0006562044229918812,0.0009430009441068016,349.3976190476166,3,3,153,0.375,3,2,other_domain;thought_doctrine,0.946394630357186,1.1560693641618498,0.8570627802690582,0.8480941704035875,0.8321188340807175,0.6988733183856504,215,256,272,204
ent_d825e29eb50c,華嚴大學,Institution,38,30,1,2,3,3,3,5,0.0006528055540532318,3.14732040288219e-06,3.5,1,27,5,0.0,2,1,propagation_organization,0.9182958340544894,7.894736842105263,0.8556614349775785,0.6788116591928252,0.39181614349775784,0.4490695067264574,286,257,574,587
ent_afd3fd19713f,燃燈佛,BuddhistFigure,0,0,0,2,2,2,2,2,0.0006528055540532318,0.0008038256308961112,277.0202380952353,1,2,153,0.0,1,1,classic_text,0.0,,0.8556614349775785,0.7836322869955157,0.39181614349775784,0.4809977578475336,391,257,386,544
ent_5c1809b1c44a,黃檗山萬福寺,Institution,24,18,0,2,2,2,2,3,0.0006528055540532318,1.258928161152876e-06,2.5,1,31,4,0.0,1,1,propagation_organization,0.0,8.333333333333334,0.8556614349775785,0.67152466367713,0.39181614349775784,0.43615470852017935,391,257,583,612
ent_2bc939f0827b,天竺寺,Institution,56,29,0,2,2,2,2,2,0.0006528055540532318,1.258928161152876e-06,2.5,1,42,4,0.0,1,1,propagation_organization,0.0,3.5714285714285716,0.8556614349775785,0.67152466367713,0.39181614349775784,0.43615470852017935,391,257,583,612
ent_3b525200d7d1,同體,Concept,905,585,0,1,1,1,1,1,0.0006459331424915124,0.0,246.71507936507518,1,9,56,0.0,1,1,thought_doctrine,0.0,0.11049723756906077,0.8542600896860987,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,261,617,655
ent_0a284a95374c,西方淨土,PlaceRealm,0,0,0,3,3,3,4,5,0.0006384484945941936,2.9378186004658584e-05,320.79246031745845,3,6,77,0.0,1,1,practice,0.9182958340544894,,0.8536995515695067,0.7051569506726457,0.39181614349775784,0.44960762331838566,286,262,527,585
ent_20798fe66615,三昧,DoctrineTerm,0,0,0,1,1,1,1,1,0.0006346208949139828,0.0,1.8333333333333333,1,32,4,0.0,1,1,thought_doctrine,0.0,,0.852017937219731,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,263,617,655
ent_81aab1462ff6,印度文化研究所,Institution,0,0,0,1,1,1,1,1,0.0006346208949139828,0.0,1.8333333333333333,1,39,4,0.0,1,1,propagation_organization,0.0,,0.852017937219731,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,263,617,655
ent_986718966efd,傳燈百萬徵文比賽頒獎典禮,PracticeActivity,0,0,0,1,1,1,1,1,0.0006346208949139828,0.0,173.48127705627596,1,38,4,0.0,1,1,propagation_organization,0.0,,0.852017937219731,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,263,617,655
ent_d52b93571691,器官捐贈活動,PracticeActivity,2,2,0,1,1,1,1,1,0.0006346208949139828,0.0,225.6211038961005,1,4,150,0.0,1,1,propagation_organization,0.0,50.0,0.852017937219731,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,263,617,655
ent_731f93911c50,青少年學子,Group,1,1,0,1,1,1,1,1,0.0006346208949139828,0.0,195.55039682539444,1,2,153,0.0,1,1,propagation_organization,0.0,100.0,0.852017937219731,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,263,617,655
ent_a500eb53de91,緣起法,DoctrineTerm,0,0,0,1,1,1,1,1,0.0006337967660712757,0.0,319.7309523809504,1,9,56,0.0,1,1,thought_doctrine,0.0,,0.8503363228699552,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,268,617,655
ent_5978c591cada,星雲大師,Person,0,0,104,2,105,127,144,167,0.000633340236921379,0.09755278714673199,551.985714285712,6,1,235,0.6756365740740742,8,5,classic_text;other_domain;practice;propagation_organization;thought_doctrine,0.8589252327329419,,0.8497757847533632,1.0,0.9859865470852018,0.9757959641255607,1,269,1,1
ent_7eaacc3af8fc,佛像,RitualObject,0,0,0,1,1,1,1,1,0.0006269097111319913,0.0,178.3612914862903,1,6,77,0.0,1,1,thought_doctrine,0.0,,0.8492152466367713,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,270,617,655
ent_d226ef15b80a,佛心,DoctrineTerm,818,579,2,2,4,5,5,5,0.0006250536110456744,0.001635133844694854,352.8976190476169,2,1,235,0.56,1,1,thought_doctrine,0.0,0.6112469437652812,0.8486547085201793,0.8890134529147982,0.9503923766816144,0.6907230941704037,215,271,199,220
ent_e6b0a74e0ebd,隨其心淨,Concept,118,103,0,2,2,2,3,3,0.0006246991972588712,0.0008038256308961115,294.2460317460295,1,15,10,0.0,2,1,thought_doctrine,1.0,1.694915254237288,0.8480941704035875,0.8251121076233184,0.39181614349775784,0.5075896860986547,391,272,312,465
ent_d2643ba556d3,曼谷,PlaceRealm,308,130,0,2,2,2,2,3,0.0006235494554695986,0.0008038256308961114,284.0912698412671,1,4,150,0.0,1,1,propagation_organization,1.0,0.6493506493506493,0.8475336322869955,0.804372197309417,0.39181614349775784,0.4892937219730942,391,273,315,508
ent_56efbd40301e,見性,DoctrineTerm,706,438,1,1,2,2,2,2,0.0006203876691312917,3.563263938330623e-05,315.2043650793632,2,2,153,0.0,2,1,thought_doctrine,1.0,0.28328611898017,0.8469730941704036,0.7113228699551569,0.39181614349775784,0.46207399103139013,391,274,516,560
ent_b408c21441f1,美國,PlaceRealm,8514,2290,0,3,3,3,3,3,0.0006191011839648469,0.0016180843476213715,334.6615079365058,2,4,150,0.4444444444444444,1,1,propagation_organization,0.9999999999999998,0.035236081747709654,0.8464125560538116,0.8862107623318386,0.8646300448430493,0.6638733183856502,286,275,204,256
ent_b440551c51d6,心真如門,DoctrineTerm,0,0,2,3,5,5,8,8,0.0006184868769966581,0.001736082510901668,333.32936507936296,3,11,22,0.21875,2,1,thought_doctrine,0.0,,0.8455717488789237,0.8934977578475336,0.7909192825112108,0.6546748878923767,184,276,191,277
ent_60e6839f67f5,心生滅門,DoctrineTerm,63,35,0,3,3,3,6,6,0.0006184868769966581,6.701003555566912e-05,276.5849206349177,2,11,22,0.0,1,1,thought_doctrine,0.0,4.761904761904762,0.8455717488789237,0.7275784753363229,0.39181614349775784,0.45857623318385654,286,276,487,565
ent_e0b734c12d0d,人我,DoctrineTerm,2983,1763,1,1,2,2,2,2,0.0006165772214182636,2.5061022438791977e-05,299.52103174602945,2,3,153,0.0,2,1,thought_doctrine,0.0,0.0670465973851827,0.8447309417040358,0.702354260089686,0.39181614349775784,0.45848654708520176,391,278,532,566
ent_e79c74714a28,禪坐,PracticeActivity,0,0,1,2,3,3,3,3,0.0006148283302819237,0.0008038256308961114,361.56865079364843,2,4,150,0.4444444444444444,3,2,practice;propagation_organization,0.9182958340544894,,0.844170403587444,0.804372197309417,0.8646300448430493,0.6911378923766816,286,279,315,219
ent_3f29c09ead57,念佛三昧,PracticeActivity,0,0,1,3,4,4,4,4,0.0006121399818662223,0.00402540257173362,319.66031746031535,2,8,58,0.0,1,1,practice,0.946394630357186,,0.843329596412556,0.9512331838565022,0.39181614349775784,0.5480381165919282,215,280,88,409
ent_f86c607e1bb0,五會念佛,PracticeActivity,0,0,0,2,2,2,2,2,0.0006121399818662223,0.0008038256308961114,211.70205627705323,1,8,58,0.0,1,1,practice,0.0,,0.843329596412556,0.804372197309417,0.39181614349775784,0.4892937219730942,391,280,315,508
ent_e41ec4fb61e4,念佛,PracticeActivity,0,0,9,4,13,15,25,28,0.0006117617034795283,0.003115880244081385,351.41190476190286,5,6,77,0.21760000000000002,2,2,practice;propagation_organization,0.9553989609841032,,0.8424887892376681,0.9310538116591929,0.7892376681614349,0.7091928251121078,54,282,124,186
ent_4eee776ce0b0,中有,DoctrineTerm,4061,2393,0,1,1,1,1,1,0.0006064113293859128,0.0,226.81269841269508,1,16,9,0.0,1,1,thought_doctrine,0.0,0.02462447672986949,0.8419282511210763,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,283,617,655
ent_f6e6073bcd93,十如是,Concept,78,30,0,2,2,2,2,2,0.0005994213524006146,3.994581763076312e-05,310.22976190475964,2,8,58,0.5,1,1,thought_doctrine,1.0,2.5641025641025643,0.8413677130044843,0.7141255605381166,0.9161995515695067,0.6105100896860987,391,284,511,350
ent_f30880e05340,女人,Group,2110,678,0,1,1,1,1,1,0.0005991540823136537,0.0,238.24722222221826,1,5,111,0.0,1,1,thought_doctrine,0.0,0.04739336492890995,0.8408071748878924,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,285,617,655
ent_d8962e75204c,長安,PlaceRealm,581,315,0,3,3,3,4,5,0.0005955264423514658,0.0017671855061624142,283.9261904761876,2,7,59,0.375,1,1,propagation_organization,0.9182958340544894,0.5163511187607573,0.8402466367713004,0.8951793721973094,0.8321188340807175,0.657707399103139,286,286,188,268
ent_5b942c31ca5d,四攝法,DoctrineTerm,298,191,1,3,4,4,4,4,0.00059478304612145,0.00018497940734330686,342.6166666666646,4,3,153,0.375,3,2,practice;thought_doctrine,0.946394630357186,1.342281879194631,0.8396860986547086,0.7556053811659192,0.8321188340807175,0.6618778026905829,215,287,437,262
ent_f07e7e4ea771,開悟,PracticeActivity,2192,1094,1,1,2,2,2,2,0.0005946369151883232,5.4835519139862425e-05,334.91746031745845,2,3,153,0.5,2,2,propagation_organization;thought_doctrine,1.0,0.09124087591240876,0.8391255605381166,0.7208520179372198,0.9161995515695067,0.66320067264574,391,288,499,258
ent_cb49c90868ea,無生,DoctrineTerm,482,291,1,2,3,3,3,3,0.0005944100033869514,0.000867347128292637,309.9555555555534,2,9,56,0.4444444444444444,2,1,thought_doctrine,0.0,0.6224066390041494,0.8385650224215246,0.8368834080717489,0.8646300448430493,0.6541423766816143,286,289,292,278
ent_212bb3d0a97a,福嚴精舍,Institution,25,22,0,2,2,2,2,2,0.0005918071957727174,0.0008038256308961114,240.01150793650388,1,25,5,0.0,1,1,propagation_organization,0.0,8.0,0.8380044843049327,0.804372197309417,0.39181614349775784,0.4892937219730942,391,290,315,508
ent_dd99b018772f,阿羅漢果,DoctrineTerm,240,174,0,1,1,1,1,1,0.00059169084258678,0.0,266.1361111111077,1,3,153,0.0,1,1,thought_doctrine,0.0,0.4166666666666667,0.8374439461883408,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,291,617,655
ent_e9af5e3ffab7,菩薩道的實踐,PracticeActivity,62,50,4,2,6,6,6,7,0.0005894834688321179,0.001014764488605684,337.39285714285506,4,3,153,0.2777777777777777,3,2,practice;thought_doctrine,0.6500224216483541,9.67741935483871,0.8368834080717489,0.8531390134529148,0.8035313901345291,0.6923150224215247,154,292,263,213
ent_73606555ca8d,利和同均,DoctrineTerm,1,1,0,1,1,1,1,1,0.0005879119197146262,0.0,279.5857142857118,1,2,153,0.0,1,1,propagation_organization,0.0,100.0,0.8363228699551569,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,293,617,655
ent_c2f8430eb026,十大受,DoctrineTerm,1,1,1,2,3,3,3,3,0.0005872657541935569,0.0016070217977116462,300.5448412698395,1,16,9,0.0,2,2,practice;thought_doctrine,0.9999999999999998,300.0,0.8357623318385651,0.8811659192825112,0.39181614349775784,0.5700112107623319,286,294,206,389
ent_9b8df20182d8,供僧法會,PracticeActivity,209,132,1,4,5,5,5,5,0.000584740019743752,0.005023094184204167,373.8309523809498,2,18,9,0.56,2,2,propagation_organization;thought_doctrine,0.7219280948873623,2.3923444976076556,0.8352017937219731,0.9607623318385651,0.9503923766816144,0.7694226457399105,184,295,71,106
ent_3515cb3ff489,佛光山信徒身心環保淨化法會,PracticeActivity,9,9,0,2,2,2,2,2,0.0005835149863304556,3.2704504451373615e-05,357.7353174603152,2,4,150,0.0,1,1,propagation_organization,0.0,22.22222222222222,0.8346412556053812,0.7085201793721974,0.39181614349775784,0.4509529147982063,391,296,521,582
ent_09c32cd39d29,四種禪,DoctrineTerm,7,5,0,1,1,1,1,1,0.0005827148662030929,0.0,216.01388888888562,1,6,77,0.0,1,1,thought_doctrine,0.0,14.285714285714286,0.8338004484304933,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,297,617,655
ent_e0665fc12254,德國分會,Institution,3,2,0,1,1,1,1,1,0.0005827148662030929,0.0,175.7800865800856,1,29,5,0.0,1,1,propagation_organization,0.0,33.333333333333336,0.8338004484304933,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,297,617,655
ent_da008e17d32d,女眾,Group,9,8,1,1,2,2,2,2,0.0005814247697298307,6.667755269370183e-05,289.62341269841005,2,13,16,0.5,2,2,other_domain;practice,1.0,22.22222222222222,0.8329596412556054,0.727017937219731,0.9161995515695067,0.6656670403587444,391,299,488,252
ent_21e374833d13,業感緣起,DoctrineTerm,0,0,0,2,2,2,2,2,0.0005796075241166145,0.0008038256308961114,282.7690476190453,1,1,235,0.0,1,1,thought_doctrine,0.0,,0.8323991031390134,0.804372197309417,0.39181614349775784,0.4892937219730942,391,300,315,508
ent_c1901fb73311,在家,PracticeActivity,5742,2461,0,2,2,2,2,2,0.0005777540173755371,0.0008038256308961115,294.2460317460295,1,15,10,0.0,1,1,thought_doctrine,0.0,0.034831069313827935,0.8318385650224215,0.8251121076233184,0.39181614349775784,0.4975896860986547,391,301,312,500
ent_2831655ae130,農禪生活,PracticeActivity,81,65,0,2,2,2,2,3,0.0005759147086371885,0.0008038256308961114,314.72817460317304,1,6,77,0.0,1,1,practice,1.0,2.4691358024691357,0.8312780269058296,0.804372197309417,0.39181614349775784,0.4892937219730942,391,302,315,508
ent_3d760ca3cddb,佛陀本懷,Concept,0,0,0,3,3,4,4,6,0.0005746159706088023,0.0,413.292857142854,3,1,235,0.375,2,1,thought_doctrine,0.9999999999999998,,0.8307174887892377,0.3276345291479821,0.8321188340807175,0.4406894618834081,286,303,617,603
ent_644a3acec96e,福州,PlaceRealm,28,25,0,1,1,1,1,1,0.0005723336604609149,0.0,201.13935786435528,1,1,235,0.0,1,1,propagation_organization,0.0,3.5714285714285716,0.8301569506726457,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,304,617,655
ent_07cdd4416751,宗教文化國際學術會議,PracticeActivity,14,13,0,2,2,2,2,2,0.0005714744096792126,0.0008038256308961114,230.80483405483048,1,10,42,0.0,1,1,propagation_organization,0.0,14.285714285714286,0.8295964125560538,0.804372197309417,0.39181614349775784,0.4892937219730942,391,305,315,508
ent_d42f67273395,佛光山梵唄讚頌團,Institution,229,126,0,3,3,3,3,3,0.0005694625430571501,0.0009499359269630652,374.31746031745774,2,4,150,0.4444444444444444,1,1,propagation_organization,0.9182958340544894,1.3100436681222707,0.8290358744394619,0.8497757847533632,0.8646300448430493,0.6492993273542601,286,306,269,286
ent_051f7ea6ad2c,轉法輪,Concept,230,157,0,3,3,3,3,3,0.0005686092074337223,0.00012820669372722704,389.14999999999714,3,2,153,0.4444444444444444,2,2,practice;thought_doctrine,0.9999999999999998,1.3043478260869565,0.82847533632287,0.7404708520179372,0.8646300448430493,0.6555773542600898,286,307,464,273
ent_a7dec1513ef3,佛祖,BuddhistFigure,0,0,0,2,2,2,2,2,0.000565056138846804,8.070969366481979e-06,324.97103174602995,2,9,56,0.5,1,1,thought_doctrine,0.0,,0.827914798206278,0.6900224215246636,0.9161995515695067,0.6008688340807176,391,308,554,363
ent_61b1246050d9,東土,PlaceRealm,253,222,0,2,2,2,2,2,0.0005646206847231467,0.00018901175831997831,375.25238095237785,2,6,77,0.5,2,1,propagation_organization,1.0,0.7905138339920948,0.827354260089686,0.7567264573991032,0.9161995515695067,0.6375504484304934,391,309,435,305
ent_b3b044550a72,比丘尼戒,DoctrineTerm,194,114,4,3,7,9,10,10,0.0005610203989076582,0.003443794936337222,416.35952380952034,3,2,153,0.6599999999999999,4,2,propagation_organization;thought_doctrine,0.9165164431996023,4.639175257731959,0.8267937219730942,0.9389013452914798,0.9784192825112108,0.7890863228699552,134,310,110,88
ent_619c32cc4275,玉佛,RitualObject,0,0,0,2,2,2,2,2,0.0005608084902295281,4.019146424132119e-05,314.7793650793632,2,1,235,0.5,1,1,practice,1.0,,0.8262331838565022,0.7146860986547086,0.9161995515695067,0.6107343049327355,391,311,510,349
ent_3ee1498cff0d,法語,DoctrineTerm,1746,1560,0,1,1,1,1,1,0.0005606871985713828,0.0,318.6198412698392,1,3,153,0.0,1,1,thought_doctrine,0.0,0.0572737686139748,0.8256726457399103,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,312,617,655
ent_554461d3c9bf,勇猛精進,DoctrineTerm,161,127,0,1,1,1,1,1,0.0005604694253269972,0.0,220.08975468975132,1,4,150,0.0,1,1,practice,0.0,0.6211180124223602,0.8251121076233184,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,313,617,655
ent_ab735cd03284,即心即佛,DoctrineTerm,0,0,1,2,3,3,3,3,0.0005593513035863799,0.002377654390344247,326.9507936507913,2,14,15,0.6666666666666667,2,2,propagation_organization;thought_doctrine,0.9999999999999998,,0.8245515695067265,0.9091928251121076,0.9826233183856502,0.7584641255605382,286,314,163,118
ent_cf194373989a,如來,BuddhistFigure,0,0,2,2,4,4,5,6,0.0005589066545989121,0.0008508229792099261,345.9630952380934,3,5,111,0.48,3,3,classic_text;practice;propagation_organization,0.946394630357186,,0.8239910313901345,0.8318385650224215,0.8876121076233184,0.7490190582959642,215,315,301,129
ent_c7eeabbd3b9b,善生,BuddhistFigure,235,100,2,2,4,4,4,4,0.0005572228980744336,0.001607021797711646,359.62857142856944,2,2,153,0.0,4,3,classic_text;practice;propagation_organization,1.0,1.702127659574468,0.8231502242152466,0.8766816143497758,0.39181614349775784,0.6282174887892377,215,316,221,320
ent_ae752f871ea7,夏安居,PracticeActivity,216,129,0,2,2,2,2,2,0.0005572228980744336,0.0008038256308961112,358.4619047619027,1,2,153,0.0,2,2,propagation_organization;thought_doctrine,1.0,0.9259259259259259,0.8231502242152466,0.7836322869955157,0.39181614349775784,0.5309977578475337,391,316,386,437
ent_6e0fff3bbf3e,理監事會議,PracticeActivity,71,61,0,2,2,2,2,2,0.0005565803930838426,1.1865397918865861e-05,320.48650793650626,2,10,42,0.0,1,1,propagation_organization,0.0,2.816901408450704,0.8223094170403588,0.695627802690583,0.39181614349775784,0.44579596412556055,391,318,544,593
ent_204dc8c4207b,六波羅蜜,DoctrineTerm,311,171,3,4,7,7,7,7,0.000554204395758567,0.001460573778061086,374.9809523809504,4,3,153,0.6938775510204083,4,3,other_domain;practice;thought_doctrine,0.9629610647945144,2.2508038585209005,0.8217488789237668,0.8677130044843049,0.9896300448430493,0.8039742152466368,134,319,237,64
ent_06f9eaf5c11f,社會公益活動,PracticeActivity,0,0,0,2,2,2,2,2,0.0005533446291809939,0.0008038256308961114,320.48650793650626,1,10,42,0.0,1,1,propagation_organization,0.0,,0.8211883408071748,0.804372197309417,0.39181614349775784,0.4892937219730942,391,320,315,508
ent_40bbfde3f6f6,人間福報,Institution,0,0,2,2,4,4,4,4,0.0005506186345928125,0.0008333824278986857,394.5380952380919,3,1,235,0.375,2,1,propagation_organization,0.946394630357186,,0.8197869955156951,0.8290358744394619,0.8321188340807175,0.6412500000000001,215,321,306,296
ent_cdf4b06f6ca6,人間衛視,Institution,0,0,0,2,2,2,2,3,0.0005506186345928125,0.0008038256308961114,357.43531746031516,1,4,150,0.0,2,2,propagation_organization;thought_doctrine,0.0,,0.8197869955156951,0.804372197309417,0.39181614349775784,0.5392937219730942,391,321,315,415
ent_b27cb3e4d236,國際禪學會議,PracticeActivity,47,41,1,2,2,3,3,3,0.0005506186345928125,0.0008038256308961114,357.43531746031516,1,4,150,0.0,2,1,propagation_organization,0.0,6.382978723404255,0.8197869955156951,0.804372197309417,0.39181614349775784,0.4992937219730942,391,321,315,475
ent_028281aa5164,弘法活動,PracticeActivity,323,231,0,2,2,2,2,3,0.0005506186345928125,0.0008038256308961114,357.4353174603151,1,4,150,0.0,1,1,propagation_organization,0.0,0.6191950464396285,0.8197869955156951,0.804372197309417,0.39181614349775784,0.4892937219730942,391,321,315,508
ent_bd7802e5447c,真常唯心,DoctrineTerm,1,1,0,1,1,1,1,1,0.0005499241091076383,0.0,261.25079365078994,1,11,22,0.0,1,1,thought_doctrine,0.0,100.0,0.8183856502242153,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,325,617,655
ent_485a5d3c8a97,國家文化部舉辦的舞蹈比賽,PracticeActivity,0,0,0,1,1,1,1,1,0.0005476808149047455,0.0,275.49841269840977,1,4,150,0.0,1,1,propagation_organization,0.0,,0.8175448430493274,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,326,617,655
ent_36339f090564,廣州,PlaceRealm,233,175,0,1,1,1,1,1,0.0005476808149047455,0.0,275.4984126984097,1,4,150,0.0,1,1,propagation_organization,0.0,0.4291845493562232,0.8175448430493274,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,326,617,655
ent_a17c0cf56097,泰國,PlaceRealm,2170,677,0,2,2,2,2,2,0.000547208768594185,0.00017255673037650966,382.9357142857113,2,5,111,0.5,1,1,propagation_organization,1.0,0.09216589861751152,0.8167040358744395,0.7516816143497758,0.9161995515695067,0.6255325112107624,391,328,444,325
ent_8b29ff804a64,真佛子,Concept,33,16,0,1,1,1,1,1,0.0005437126683000807,0.0,294.8234126984104,1,3,153,0.0,1,1,thought_doctrine,0.0,3.0303030303030303,0.8155829596412556,0.3276345291479821,0.39181614349775784,0.2985986547085202,648,329,617,655
